"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol"
"1",1245.3421407419,-8.26900666344443,1.5249301128847,-5.42254795388754,5.87554450474995e-08,2.91564989501489e-05,"POSTN"
"2",19.187267733301,-5.43258106753299,1.27949752219279,-4.24587072136153,2.17746158286376e-05,0.00288559023512425,"CTAG2"
"3",15.0599623192353,-5.23713529490525,1.52299234562671,-3.4387141274503,0.000584484093403652,0.0295351265460259,"RNF39"
"4",39.3893584548909,-5.15724138812187,1.58352251509691,-3.25681595238086,0.0011266946135805,0.0451572615326603,"IER3"
"5",21.2891211779624,-4.71886667068608,1.13885908614679,-4.14350355376436,3.42039768052059e-05,0.00410512257467763,"ZNRD1"
"6",70.4749213257325,-4.68860822521436,1.01506826334353,-4.61900779930856,3.85579365809319e-06,0.000758557838942189,"CSF3"
"7",71.0573889722466,-4.57274191166272,0.674387190129314,-6.78058833054925,1.19687472932823e-11,2.80990208273386e-08,"THRSP"
"8",4.13559219529481,-4.54137708806452,1.4135826541964,-3.21267177025898,0.00131506484723124,0.049692641648743,"GAGE12J"
"9",5.32375297156109,-4.45392192391309,1.2981440865754,-3.43099195996253,0.000601378424496823,0.030042158310662,"GAGE13"
"10",60.4762376729774,-4.31284605402051,0.796311506042605,-5.41602880442338,6.09372883890528e-08,2.91564989501489e-05,"ADRA2A"
"11",1502.68379307218,-4.11440109871267,0.894370629747847,-4.60033118470433,4.21819752884326e-06,0.000821386361662408,"PGR"
"12",843.47140856152,-4.0390866634471,1.0697091555939,-3.7758736964391,0.000159447776130232,0.0123483659055905,"SCGB2A2"
"13",702.309124480117,-3.98995577656265,0.776441131845445,-5.13877435508771,2.76536221946443e-07,9.09851848862753e-05,"OLFML3"
"14",48.2537933340928,-3.92791297763707,0.802779438109421,-4.89289185942214,9.93650104573156e-07,0.000249497696652231,"MGAM"
"15",193.065863852583,-3.91716439012255,0.932520484957514,-4.20062020439263,2.66184796799445e-05,0.00336397647504889,"CRABP1"
"16",14.9775482473678,-3.90606667891974,0.956321740664283,-4.08446918315011,4.41776886246376e-05,0.00493007504107578,"C1orf110"
"17",113.040061666065,-3.83031521075115,0.772363523763132,-4.95921297796273,7.07793372353457e-07,0.000192954584637443,"BRINP3"
"18",772.931291909259,-3.77654417851439,1.06348244379273,-3.55111097560386,0.000383608630552869,0.02243287186742,"COL3A1"
"19",345.382420227381,-3.76557827370629,0.692405588574184,-5.43839959677455,5.37612916741565e-08,2.84979646949425e-05,"SULF1"
"20",2.81437391953495,-3.75281630412958,1.05864527500286,-3.54492330220756,0.000392727344280102,0.0228488289966378,"CT45A3"
"21",372.483424347452,-3.73519154608244,0.788281576394895,-4.73839762076499,2.15414813860544e-06,0.000471454977865419,"COL1A2"
"22",27.5631665841845,-3.61933549019896,0.759808330131982,-4.7634848772588,1.90277877146205e-06,0.000437478642118196,"TPTE"
"23",804.603866460442,-3.58932136647486,0.939523706268836,-3.82036274606552,0.000133255544749707,0.0110561546106898,"CXCL12"
"24",14.2262594790853,-3.45107587893201,0.736982010991877,-4.68271386202132,2.83101571818146e-06,0.000574726307979327,"ZNF676"
"25",537.836840648042,-3.34908334043104,0.86361754704583,-3.87797046492076,0.000105331500902248,0.00933667639243415,"GRIK3"
"26",16.6938490215408,-3.32744691209976,0.956686392373192,-3.47809578836547,0.000504989431073294,0.0269181936122114,"INSM1"
"27",1108.96809115217,-3.29981256016473,0.886210244443271,-3.72350983398721,0.000196472204463852,0.014310225487724,"MUCL1"
"28",10.83675818775,-3.29159001015298,1.01557171515366,-3.2411202094723,0.00119060965602728,0.0465971446382459,"TMEM26"
"29",88.0332473545175,-3.21690768735974,0.5285513213524,-6.08627309667615,1.15569247735382e-09,1.47027196968954e-06,"DIO1"
"30",22.6133647679987,-3.20146480029446,0.713780050605863,-4.48522594260939,7.28367105754377e-06,0.00124102048920632,"CYP4F22"
"31",1388.48325453619,-3.19336185450822,0.633666707932495,-5.03949760107709,4.66755479544333e-07,0.000139173356502258,"PDZK1"
"32",531.566159204744,-3.16964358189386,0.670544816880929,-4.72696753758772,2.27897681934463e-06,0.00048321905159504,"SCUBE2"
"33",6.54561518375082,-3.01137508635221,0.795670981809479,-3.78469889589774,0.000153894788917004,0.0121354308136495,"VCX"
"34",37.6487411147868,-2.84433666712814,0.711922988843027,-3.99528700674575,6.46159266181532e-05,0.00642221733153238,"HMGCLL1"
"35",19.2617632616595,-2.81530593734371,0.868488006511732,-3.24161751945354,0.00118853418895393,0.0465971446382459,"ABCC12"
"36",70.0814986825732,-2.64443578152612,0.588781893342222,-4.49136736613107,7.07673653595445e-06,0.0012166248947353,"PCDHB3"
"37",389.34204678547,-2.64284428351885,0.721985568202215,-3.66052231500926,0.000251701630651867,0.0168534112902792,"NPY1R"
"38",110.080591076336,-2.59213230743914,0.699046492021797,-3.70809715379892,0.000208822542614895,0.0148692558982091,"KCNH1"
"39",11.2032287841034,-2.5772968530265,0.647145996151311,-3.98255860092488,6.8177306905667e-05,0.00663789565143287,"RP13-147D17.3"
"40",70.06820641235,-2.53242741758117,0.613946912795382,-4.12483125951508,3.7100666022843e-05,0.00423947311205936,"STXBP5L"
"41",41.2181068103016,-2.47729162414675,0.759783793305493,-3.26052180366881,0.00111207416696856,0.0448674680964892,"PCDHA6"
"42",61.0492721180834,-2.45539215912694,0.696413143281048,-3.5257694126201,0.000422254446541017,0.0240533779204245,"CXCL14"
"43",38.8703402276171,-2.39802542763937,0.625042676400963,-3.83657871402855,0.000124760220500468,0.0104881025894732,"AMPH"
